496,Drug Type: HUMAN OTC DRUG,Sodium Chloride Normal Salt,SODIUM CHLORIDE,HUMAN OTC DRUG,ORAL,TABLET,"Get an overview of SODIUM CHLORIDE NORMAL SALT (sodium chloride tablet), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sodium Chloride Normal Salt can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sodium Chloride Normal Salt.",https://www.healthgrades.com/drugs/fda/sodium-chloride-normal-salt-sodium-chloride-tablet
497,Drug Type: HUMAN PRESCRIPTION DRUG,Sodium Diuril,CHLOROTHIAZIDE SODIUM,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,INJECTION,"Get an overview of SODIUM DIURIL (chlorothiazide sodium injection), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sodium Diuril can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sodium Diuril.",https://www.healthgrades.com/drugs/fda/sodium-diuril-chlorothiazide-sodium-injection
498,Drug Type: HUMAN PRESCRIPTION DRUG,Sodium Edecrin,ETHACRYNATE SODIUM,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,"POWDER, FOR SOLUTION","Get an overview of SODIUM EDECRIN (ethacrynate sodium powder, for solution), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sodium Edecrin can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sodium Edecrin.",https://www.healthgrades.com/drugs/fda/sodium-edecrin-ethacrynate-sodium-powder-for-solution
499,Drug Type: HUMAN PRESCRIPTION DRUG,Sodium Ferric Gluconate Complex,SODIUM FERRIC GLUCONATE COMPLEX,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,INJECTION,"Get an overview of SODIUM FERRIC GLUCONATE COMPLEX (injection), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sodium Ferric Gluconate Complex can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sodium Ferric Gluconate Complex.",https://www.healthgrades.com/drugs/fda/sodium-ferric-gluconate-complex-injection
500,Drug Type: HUMAN PRESCRIPTION DRUG,Sodium Ferric Gluconate Complex in Sucrose,SODIUM FERRIC GLUCONATE COMPLEX,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,INJECTION,"Get an overview of SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE (sodium ferric gluconate complex injection), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sodium Ferric Gluconate Complex in Sucrose can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sodium Ferric Gluconate Complex in Sucrose.",https://www.healthgrades.com/drugs/fda/sodium-ferric-gluconate-complex-in-sucrose-sodium-ferric-gluconate-complex-injection
501,Drug Type: HUMAN PRESCRIPTION DRUG,Sodium Iodide I 131 Diagnostic,SODIUM IODIDE I 131,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,"Get an overview of SODIUM IODIDE I 131 DIAGNOSTIC (sodium iodide i 131 capsule), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sodium Iodide I 131 Diagnostic can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sodium Iodide I 131 Diagnostic.",https://www.healthgrades.com/drugs/fda/sodium-iodide-i-131-diagnostic-sodium-iodide-i-131-capsule
502,Drug Type: HUMAN PRESCRIPTION DRUG,Sodium Lactate,SODIUM LACTATE,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,"INJECTION, SOLUTION, CONCENTRATE","Get an overview of SODIUM LACTATE (injection, solution, concentrate), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sodium Lactate can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sodium Lactate.",https://www.healthgrades.com/drugs/fda/sodium-lactate-injection-solution-concentrate
503,Drug Type: HUMAN PRESCRIPTION DRUG,Sodium Nitrite,SODIUM NITRITE,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,"INJECTION, SOLUTION","Get an overview of SODIUM NITRITE (injection, solution), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sodium Nitrite can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sodium Nitrite.",https://www.healthgrades.com/drugs/fda/sodium-nitrite-injection-solution
504,Drug Type: HUMAN PRESCRIPTION DRUG,Sodium Nitroprusside,SODIUM NITROPRUSSIDE,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,"INJECTION, SOLUTION, CONCENTRATE","Get an overview of SODIUM NITROPRUSSIDE (injection, solution, concentrate), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sodium Nitroprusside can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sodium Nitroprusside.",https://www.healthgrades.com/drugs/fda/sodium-nitroprusside-injection-solution-concentrate
505,Drug Type: HUMAN PRESCRIPTION DRUG,SODIUM PHENYLACETATE AND SODIUM BENZOATE,SODIUM PHENYLACETATE AND SODIUM BENZOATE,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,"INJECTION, SOLUTION, CONCENTRATE","Get an overview of SODIUM PHENYLACETATE AND SODIUM BENZOATE (injection, solution, concentrate), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SODIUM PHENYLACETATE AND SODIUM BENZOATE can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SODIUM PHENYLACETATE AND SODIUM BENZOATE.",https://www.healthgrades.com/drugs/fda/sodium-phenylacetate-and-sodium-benzoate-injection-solution-concentrate
506,Drug Type: HUMAN PRESCRIPTION DRUG,Sodium Phenylbutyrate,"SODIUM PHENYLBUTYRATE TABLETS, 500 MG",HUMAN PRESCRIPTION DRUG,ORAL,TABLET,"Get an overview of SODIUM PHENYLBUTYRATE (sodium phenylbutyrate tablets, 500 mg tablet), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sodium Phenylbutyrate can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sodium Phenylbutyrate.",https://www.healthgrades.com/drugs/feed/sodium-phenylbutyrate
507,Drug Type: HUMAN PRESCRIPTION DRUG,Sodium Phosphates,"SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE AND SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",HUMAN PRESCRIPTION DRUG,INTRAVENOUS,"INJECTION, SOLUTION","Get an overview of SODIUM PHOSPHATES (sodium phosphate, monobasic, monohydrate and sodium phosphate, dibasic, anhydrous injection, solution), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sodium Phosphates can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sodium Phosphates.",https://www.healthgrades.com/drugs/fda/sodium-phosphates-sodium-phosphate-monobasic-monohydrate-and-sodium-phosphate-dibasic-anhydrous-injection-solution
508,Drug Type: HUMAN PRESCRIPTION DRUG,NA,NA,NA,NA,NA,NA,https://www.healthgrades.com/drugs/fda/sodium-polystyrene-sulfonate-powder
509,Drug Type: HUMAN PRESCRIPTION DRUG,Sodium Polystyrene Sulfonate,SODIUM POLYSTYRENE SULFONATE,HUMAN PRESCRIPTION DRUG,"ORAL, RECTAL",SUSPENSION,"Get an overview of SODIUM POLYSTYRENE SULFONATE (suspension), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sodium Polystyrene Sulfonate can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sodium Polystyrene Sulfonate.",https://www.healthgrades.com/drugs/fda/sodium-polystyrene-sulfonate-suspension
510,Drug Type: HUMAN OTC DRUG,Sodium Sufide,INGROWN TOENAIL PAIN RELIEF KIT,HUMAN OTC DRUG,TOPICAL,GEL,"Get an overview of SODIUM SUFIDE (ingrown toenail pain relief kit gel), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sodium Sufide can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sodium Sufide.",https://www.healthgrades.com/drugs/fda/sodium-sufide-ingrown-toenail-pain-relief-kit-gel
511,Drug Type: HUMAN PRESCRIPTION DRUG,Sodium sulfacetamide,SODIUM SULFACETAMIDE,HUMAN PRESCRIPTION DRUG,TOPICAL,LOTION,"Get an overview of SODIUM SULFACETAMIDE (lotion), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sodium sulfacetamide can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sodium sulfacetamide.",https://www.healthgrades.com/drugs/fda/sodium-sulfacetamide-lotion
512,Drug Type: HUMAN PRESCRIPTION DRUG,Sodium Tetradecyl Sulfate,SODIUM TETRADECYL SULFATE,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,"INJECTION, SOLUTION","Get an overview of SODIUM TETRADECYL SULFATE (injection, solution), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sodium Tetradecyl Sulfate can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sodium Tetradecyl Sulfate.",https://www.healthgrades.com/drugs/fda/sodium-tetradecyl-sulfate-injection-solution
513,Drug Type: HUMAN PRESCRIPTION DRUG,Sodium Thiosulfate,SODIUM THIOSULFATE,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,"INJECTION, SOLUTION","Get an overview of SODIUM THIOSULFATE (injection, solution), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sodium Thiosulfate can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sodium Thiosulfate.",https://www.healthgrades.com/drugs/fda/sodium-thiosulfate-injection-solution
514,Drug Type: HUMAN PRESCRIPTION DRUG,Sofosbuvir and Velpatasvir,VELPATASVIR AND SOFOSBUVIR,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, FILM COATED","Get an overview of SOFOSBUVIR AND VELPATASVIR (velpatasvir and sofosbuvir tablet, film coated), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sofosbuvir and Velpatasvir can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sofosbuvir and Velpatasvir.",https://www.healthgrades.com/drugs/fda/sofosbuvir-and-velpatasvir-velpatasvir-and-sofosbuvir-tablet-film-coated
515,Drug Type: HUMAN OTC DRUG,SoftSheenCarson Magic Bump Rescue Spot Treatment,SALICYLIC ACID,HUMAN OTC DRUG,TOPICAL,LOTION,"Get an overview of SOFTSHEENCARSON MAGIC BUMP RESCUE SPOT TREATMENT (salicylic acid lotion), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SoftSheenCarson Magic Bump Rescue Spot Treatment can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SoftSheenCarson Magic Bump Rescue Spot Treatment.",https://www.healthgrades.com/drugs/fda/softsheencarson-magic-bump-rescue-spot-treatment-salicylic-acid-lotion
516,Drug Type: HUMAN PRESCRIPTION DRUG,SOGROYA,SOMAPACITAN-BECO,HUMAN PRESCRIPTION DRUG,SUBCUTANEOUS,"INJECTION, SOLUTION","Get an overview of SOGROYA (somapacitan-beco injection, solution), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SOGROYA can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SOGROYA.",https://www.healthgrades.com/drugs/fda/sogroya-somapacitan-beco-injection-solution
517,Drug Type: HUMAN PRESCRIPTION DRUG,Sojourn,SEVOFLURANE,HUMAN PRESCRIPTION DRUG,RESPIRATORY (INHALATION),LIQUID,"Get an overview of SOJOURN (sevoflurane liquid), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sojourn can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sojourn.",https://www.healthgrades.com/drugs/fda/sojourn-sevoflurane-liquid
518,Drug Type: HUMAN PRESCRIPTION DRUG,Solaraze,DICLOFENAC SODIUM,HUMAN PRESCRIPTION DRUG,TOPICAL,GEL,"Get an overview of SOLARAZE (diclofenac sodium gel), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Solaraze can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Solaraze.",https://www.healthgrades.com/drugs/fda/solaraze-diclofenac-sodium-gel
519,Drug Type: HUMAN OTC DRUG,Solid-Stick Wart Remover,SALICYLIC ACID,HUMAN OTC DRUG,TOPICAL,STICK,"Get an overview of SOLID-STICK WART REMOVER (salicylic acid stick), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Solid-Stick Wart Remover can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Solid-Stick Wart Remover.",https://www.healthgrades.com/drugs/fda/solid-stick-wart-remover-salicylic-acid-stick
520,Drug Type: HUMAN OTC DRUG,SOLIE,DIMETHICONE,HUMAN OTC DRUG,TOPICAL,CREAM,"Get an overview of SOLIE (dimethicone cream), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SOLIE can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SOLIE.",https://www.healthgrades.com/drugs/fda/solie-dimethicone-cream
521,Drug Type: HUMAN OTC DRUG,SOLIE EMULSION,DIMETHICONE,HUMAN OTC DRUG,TOPICAL,CREAM,"Get an overview of SOLIE EMULSION (dimethicone cream), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SOLIE EMULSION can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SOLIE EMULSION.",https://www.healthgrades.com/drugs/fda/solie-emulsion-dimethicone-cream
522,Drug Type: HUMAN PRESCRIPTION DRUG,Solifenacin Succinate,SOLIFENACIN SUCCINATE,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, COATED","Get an overview of SOLIFENACIN SUCCINATE (tablet, coated), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Solifenacin Succinate can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Solifenacin Succinate.",https://www.healthgrades.com/drugs/fda/solifenacin-succinate-tablet-coated
523,Drug Type: HUMAN PRESCRIPTION DRUG,Solifenacin Succinate,SOLIFENACIN SUCCINATE,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, FILM COATED","Get an overview of SOLIFENACIN SUCCINATE (tablet, film coated), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Solifenacin Succinate can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Solifenacin Succinate.",https://www.healthgrades.com/drugs/fda/solifenacin-succinate-tablet-film-coated
524,Drug Type: HUMAN PRESCRIPTION DRUG,SOLIFENACINE SUCCINATE,SOLIFENACINE SUCCINATE,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,"Get an overview of SOLIFENACINE SUCCINATE (tablet), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SOLIFENACINE SUCCINATE can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SOLIFENACINE SUCCINATE.",https://www.healthgrades.com/drugs/fda/solifenacine-succinate-tablet
525,Drug Type: HUMAN PRESCRIPTION DRUG,Soliqua 100/33,INSULIN GLARGINE AND LIXISENATIDE,HUMAN PRESCRIPTION DRUG,SUBCUTANEOUS,"INJECTION, SOLUTION","Get an overview of SOLIQUA 100/33 (insulin glargine and lixisenatide injection, solution), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Soliqua 100/33 can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Soliqua 100/33.",https://www.healthgrades.com/drugs/feed/soliqua-100-33
526,Drug Type: HUMAN PRESCRIPTION DRUG,SOLIRIS,ECULIZUMAB,HUMAN PRESCRIPTION DRUG,NA,INTRAVENOUS,"Get an overview of SOLIRIS (eculizumab injection, solution, concentrate), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SOLIRIS can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SOLIRIS.",https://www.healthgrades.com/drugs/fda/soliris-eculizumab-injection-solution-concentrate
527,Drug Type: HUMAN PRESCRIPTION DRUG,Solodyn,MINOCYCLINE HYDROCHLORIDE,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE","Get an overview of SOLODYN (minocycline hydrochloride tablet, film coated, extended release), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Solodyn can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Solodyn.",https://www.healthgrades.com/drugs/fda/solodyn-minocycline-hydrochloride-tablet-film-coated-extended-release
528,Drug Type: HUMAN PRESCRIPTION DRUG,SOLOSEC,SECNIDAZOLE,HUMAN PRESCRIPTION DRUG,ORAL,GRANULE,"Get an overview of SOLOSEC (secnidazole granule), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SOLOSEC can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SOLOSEC.",https://www.healthgrades.com/drugs/feed/solosec
529,Drug Type: HUMAN PRESCRIPTION DRUG,Soltamox,TAMOXIFEN CITRATE,HUMAN PRESCRIPTION DRUG,NA,ORAL,"Get an overview of SOLTAMOX (tamoxifen citrate liquid), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Soltamox can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Soltamox.",https://www.healthgrades.com/drugs/fda/soltamox-tamoxifen-citrate-liquid
530,Drug Type: HUMAN PRESCRIPTION DRUG,Solu-Cortef,HYDROCORTISONE SODIUM SUCCINATE,HUMAN PRESCRIPTION DRUG,NA,"INTRAMUSCULAR, INTRAVENOUS","Get an overview of SOLU-CORTEF (hydrocortisone sodium succinate injection, powder, for solution), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Solu-Cortef can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Solu-Cortef.",https://www.healthgrades.com/drugs/fda/solu-cortef-hydrocortisone-sodium-succinate-injection-powder-for-solution
531,Drug Type: HUMAN PRESCRIPTION DRUG,SOLU-MEDROL,METHYLPREDNISOLONE SODIUM SUCCINATE,HUMAN PRESCRIPTION DRUG,NA,"INTRAMUSCULAR, INTRAVENOUS","Get an overview of SOLU-MEDROL (methylprednisolone sodium succinate injection, powder, for solution), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SOLU-MEDROL can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SOLU-MEDROL.",https://www.healthgrades.com/drugs/fda/solu-medrol-methylprednisolone-sodium-succinate-injection-powder-for-solution
532,Drug Type: HUMAN PRESCRIPTION DRUG,SOLU-MEDROL(R) METHYLPREDNISOLONE SODIUM SUCCINAT,SOLU-MEDROL(R) METHYLPREDNISOLONE SODIUM SUCCINAT,HUMAN PRESCRIPTION DRUG,"INTRAMUSCULAR, INTRAVENOUS","INJECTION, POWDER, FOR SOLUTION","Get an overview of SOLU-MEDROL(R) METHYLPREDNISOLONE SODIUM SUCCINAT (injection, powder, for solution), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SOLU-MEDROL(R) METHYLPREDNISOLONE SODIUM SUCCINAT can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SOLU-MEDROL(R) METHYLPREDNISOLONE SODIUM SUCCINAT.",https://www.healthgrades.com/drugs/fda/solu-medrolr-methylprednisolone-sodium-succinat-injection-powder-for-solution
533,Drug Type: HUMAN PRESCRIPTION DRUG,Soma,CARISOPRODOL,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,"Get an overview of SOMA (carisoprodol tablet), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Soma can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Soma.",https://www.healthgrades.com/drugs/fda/soma-carisoprodol-tablet
534,Drug Type: HUMAN PRESCRIPTION DRUG,SOMATULINE DEPOT,LANREOTIDE ACETATE,HUMAN PRESCRIPTION DRUG,NA,SUBCUTANEOUS,"Get an overview of SOMATULINE DEPOT (lanreotide acetate injection), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SOMATULINE DEPOT can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SOMATULINE DEPOT.",https://www.healthgrades.com/drugs/fda/somatuline-depot-lanreotide-acetate-injection
535,Drug Type: HUMAN OTC DRUG,Sominex,DIPHENHYDRAMINE HCL,HUMAN OTC DRUG,ORAL,TABLET,"Get an overview of SOMINEX (diphenhydramine hcl tablet), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sominex can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sominex.",https://www.healthgrades.com/drugs/fda/sominex-diphenhydramine-hcl-tablet
536,Drug Type: HUMAN OTC DRUG,Sominex Max,DIPHENHYDRAMINE HCL,HUMAN OTC DRUG,ORAL,TABLET,"Get an overview of SOMINEX MAX (diphenhydramine hcl tablet), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sominex Max can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sominex Max.",https://www.healthgrades.com/drugs/fda/sominex-max-diphenhydramine-hcl-tablet
537,Drug Type: HUMAN OTC DRUG,Somnapure Clinical Strength,DIPHENHYDRAMINE HYDROCHLORIDE,HUMAN OTC DRUG,NA,ORAL,"Get an overview of SOMNAPURE CLINICAL STRENGTH (diphenhydramine hydrochloride tablet, coated), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Somnapure Clinical Strength can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Somnapure Clinical Strength.",https://www.healthgrades.com/drugs/fda/somnapure-clinical-strength-diphenhydramine-hydrochloride-tablet-coated
538,Drug Type: HUMAN OTC DRUG,Somnitabs,DIPHENHYDRAMINE HCL,HUMAN OTC DRUG,ORAL,TABLET,"Get an overview of SOMNITABS (diphenhydramine hcl tablet), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Somnitabs can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Somnitabs.",https://www.healthgrades.com/drugs/fda/somnitabs-diphenhydramine-hcl-tablet
539,Drug Type: HUMAN OTC DRUG,Sonacaine Topical Anesthetic With Menthol,LIDOCAINE,HUMAN OTC DRUG,TOPICAL,GEL,"Get an overview of SONACAINE TOPICAL ANESTHETIC WITH MENTHOL (lidocaine gel), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sonacaine Topical Anesthetic With Menthol can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sonacaine Topical Anesthetic With Menthol.",https://www.healthgrades.com/drugs/fda/sonacaine-topical-anesthetic-with-menthol-lidocaine-gel
540,Drug Type: HUMAN PRESCRIPTION DRUG,Sonata,ZALEPLON,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,"Get an overview of SONATA (zaleplon capsule), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sonata can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sonata.",https://www.healthgrades.com/drugs/feed/sonata
541,Drug Type: HUMAN PRESCRIPTION DRUG,SOOLANTRA,IVERMECTIN,HUMAN PRESCRIPTION DRUG,TOPICAL,CREAM,"Get an overview of SOOLANTRA (ivermectin cream), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SOOLANTRA can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SOOLANTRA.",https://www.healthgrades.com/drugs/feed/soolantra
542,Drug Type: HUMAN OTC DRUG,Soothe,BISMUTH SUBSALICYLATE,HUMAN OTC DRUG,ORAL,TABLET,"Get an overview of SOOTHE (bismuth subsalicylate tablet), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Soothe can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Soothe.",https://www.healthgrades.com/drugs/fda/soothe-bismuth-subsalicylate-tablet
543,Drug Type: HUMAN OTC DRUG,Soothe,BISMUTH SUBSALICYLATE,HUMAN OTC DRUG,ORAL,LIQUID,"Get an overview of SOOTHE (bismuth subsalicylate liquid), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Soothe can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Soothe.",https://www.healthgrades.com/drugs/fda/soothe-bismuth-subsalicylate-liquid
544,Drug Type: HUMAN OTC DRUG,Soothe and Cool Free Moisture Barrier,PETROLATUM,HUMAN OTC DRUG,TOPICAL,OINTMENT,"Get an overview of SOOTHE AND COOL FREE MOISTURE BARRIER (petrolatum ointment), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Soothe and Cool Free Moisture Barrier can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Soothe and Cool Free Moisture Barrier.",https://www.healthgrades.com/drugs/fda/soothe-and-cool-free-moisture-barrier-petrolatum-ointment
545,Drug Type: HUMAN OTC DRUG,Soothe and Cool Moisture Barrier,PETROLATUM,HUMAN OTC DRUG,TOPICAL,OINTMENT,"Get an overview of SOOTHE AND COOL MOISTURE BARRIER (petrolatum ointment), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Soothe and Cool Moisture Barrier can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Soothe and Cool Moisture Barrier.",https://www.healthgrades.com/drugs/fda/soothe-and-cool-moisture-barrier-petrolatum-ointment
546,Drug Type: HUMAN OTC DRUG,Soothe and Cool Protect,ZINC OXIDE AND WHITE PETROLATUM,HUMAN OTC DRUG,TOPICAL,PASTE,"Get an overview of SOOTHE AND COOL PROTECT (zinc oxide and white petrolatum paste), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Soothe and Cool Protect can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Soothe and Cool Protect.",https://www.healthgrades.com/drugs/fda/soothe-and-cool-protect-zinc-oxide-and-white-petrolatum-paste
547,Drug Type: HUMAN OTC DRUG,Soothe And Cool Treat,MICONAZOLE NITRATE,HUMAN OTC DRUG,TOPICAL,CREAM,"Get an overview of SOOTHE AND COOL TREAT (miconazole nitrate cream), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Soothe And Cool Treat can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Soothe And Cool Treat.",https://www.healthgrades.com/drugs/fda/soothe-and-cool-treat-miconazole-nitrate-cream
